Word	start_frame	end_frame	chunk	interval_id
the	449.0	449.0	31	17272
puppy	449.0	455.0	31	17272
episode	455.0	457.0	31	17272
because	457.0	464.0	31	17272
we	464.0	469.0	31	17272
wanted	469.0	473.0	31	17272
to	473.0	475.0	31	17272
keep	475.0	478.0	31	17272
it	478.0	479.0	31	17272
a	479.0	479.0	31	17272
secret	479.0	481.0	31	17272
until	481.0	488.0	31	17272
it	488.0	490.0	31	17272
aired	490.0	494.0	31	17272
in	494.0	496.0	31	17272
because	496.0	500.0	31	17272
Ellen	500.0	505.0	31	17272
throws	505.0	509.0	31	17272
her	509.0	511.0	31	17272
career	511.0	514.0	31	17272
away	514.0	518.0	31	17272
seem	518.0	524.0	31	17272
too	524.0	526.0	31	17272
on	526.0	529.0	31	17272
the	529.0	532.0	31	17272
nose	532.0	532.0	31	17272
actually	532.0	566.0	31	17272
the	566.0	571.0	31	17272
real	571.0	572.0	31	17272
reason	572.0	577.0	31	17272
we	577.0	578.0	31	17272
call	578.0	580.0	31	17272
of	580.0	581.0	31	17272
the	581.0	583.0	31	17272
puppy	583.0	587.0	31	17272
episode	587.0	589.0	31	17272
is	589.0	593.0	31	17272
cuz	593.0	596.0	31	17272
when	596.0	599.0	31	17272
the	599.0	611.0	31	17272
writers	611.0	630.0	31	17272
I	0.0	8.0	32	24580
could	8.0	12.0	32	24580
have	12.0	14.0	32	24580
stopped	14.0	17.0	32	24580
walking	17.0	21.0	32	24580
but	21.0	29.0	32	24580
season	0.0	18.0	33	23620
banana	0.0	45.0	34	110351
we're	45.0	52.0	34	110351
all	52.0	54.0	34	110351
clear	54.0	57.0	34	110351
on	57.0	58.0	34	110351
talking	58.0	63.0	34	110351
about	63.0	64.0	34	110351
penises	64.0	72.0	34	110351
right	72.0	121.0	34	110351
so	121.0	127.0	34	110351
there	127.0	132.0	34	110351
are	132.0	159.0	34	110351
why	0.0	37.0	35	112262
would	37.0	40.0	35	112262
I	40.0	43.0	35	112262
ruin	43.0	47.0	35	112262
a	47.0	51.0	35	112262
it	0.0	23.0	36	110662
is	23.0	26.0	36	110662
true	26.0	32.0	36	110662
it's	32.0	36.0	36	110662
breakfast	36.0	41.0	36	110662
from	41.0	47.0	36	110662
the	47.0	51.0	36	110662
Frozen	0.0	4.0	37	111029
toys	4.0	11.0	37	111029
but	11.0	13.0	37	111029
here's	13.0	17.0	37	111029
your	17.0	19.0	37	111029
knife	19.0	47.0	37	111029
people's	0.0	2.0	38	108207
thongs	2.0	8.0	38	108207
while	8.0	11.0	38	108207
I'm	11.0	12.0	38	108207
eating	12.0	14.0	38	108207
my	14.0	18.0	38	108207
lunch	18.0	42.0	38	108207
but	42.0	48.0	38	108207
I'm	48.0	51.0	38	108207
excited	51.0	53.0	38	108207
that	53.0	59.0	38	108207
the	59.0	60.0	38	108207
highways	60.0	68.0	38	108207
but	68.0	69.0	38	108207
is	69.0	72.0	38	108207
back	72.0	75.0	38	108207
inside	75.0	78.0	38	108207
I	78.0	83.0	38	108207
knew	83.0	87.0	38	108207
they	87.0	90.0	38	108207
would	90.0	97.0	38	108207
here	0.0	1.0	39	106515
is	1.0	3.0	39	106515
just	3.0	6.0	39	106515
flying	6.0	13.0	39	106515
by	13.0	15.0	39	106515
isn't	15.0	19.0	39	106515
it	19.0	24.0	39	106515
just	24.0	28.0	39	106515
goes	28.0	31.0	39	106515
by	31.0	34.0	39	106515
so	34.0	37.0	39	106515
quick	37.0	42.0	39	106515
I	42.0	46.0	39	106515
work	0.0	0.0	40	17714
overtime	0.0	5.0	40	17714
and	5.0	9.0	40	17714
that's	9.0	12.0	40	17714
an	12.0	12.0	40	17714
understatement	12.0	17.0	40	17714
but	17.0	23.0	40	17714
now	23.0	27.0	40	17714
I'm	27.0	44.0	40	17714
over	44.0	47.0	40	17714
and	47.0	60.0	40	17714
you	60.0	62.0	40	17714
can	62.0	63.0	40	17714
overthink	63.0	68.0	40	17714
things	68.0	72.0	40	17714
but	72.0	83.0	40	17714
I	83.0	92.0	40	17714
don't	92.0	95.0	40	17714
think	95.0	96.0	40	17714
you	96.0	99.0	40	17714
can	99.0	101.0	40	17714
ever	101.0	102.0	40	17714
sleep	102.0	108.0	40	17714
that's	108.0	111.0	40	17714
my	111.0	113.0	40	17714
point	113.0	148.0	40	17714
simple	0.0	5.0	41	112043
menu	5.0	10.0	41	112043
that's	10.0	11.0	41	112043
like	11.0	16.0	41	112043
cliff	16.0	20.0	41	112043
notes	20.0	25.0	41	112043
for	25.0	26.0	41	112043
the	26.0	28.0	41	112043
menu	28.0	48.0	41	112043
Bloomingdale's	0.0	9.0	42	108670
is	9.0	10.0	42	108670
now	10.0	12.0	42	108670
doing	12.0	16.0	42	108670
something	16.0	21.0	42	108670
about	21.0	24.0	42	108670
it	24.0	28.0	42	108670
this	28.0	33.0	42	108670
is	33.0	36.0	42	108670
what	36.0	39.0	42	108670
they're	39.0	40.0	42	108670
doing	40.0	69.0	42	108670
they	69.0	76.0	42	108670
and	0.0	3.0	43	112127
it's	3.0	6.0	43	112127
called	6.0	11.0	43	112127
the	11.0	14.0	43	112127
double	14.0	20.0	43	112127
ended	20.0	32.0	43	112127
you	0.0	17.0	44	23644
know	17.0	18.0	44	23644
I	18.0	21.0	44	23644
I	21.0	28.0	44	23644
leaving	0.0	5.0	45	20804
so	5.0	9.0	45	20804
you	9.0	15.0	45	20804
follow	15.0	21.0	45	20804
someone	21.0	24.0	45	20804
walking	24.0	33.0	45	20804
to	33.0	35.0	45	20804
their	35.0	38.0	45	20804
car	38.0	42.0	45	20804
and	42.0	51.0	45	20804
they	51.0	53.0	45	20804
get	53.0	56.0	45	20804
to	56.0	59.0	45	20804
the	59.0	60.0	45	20804
car	60.0	66.0	45	20804
and	66.0	71.0	45	20804
again	71.0	78.0	45	20804
hopeful	78.0	86.0	45	20804
and	86.0	92.0	45	20804
then	92.0	95.0	45	20804
they	95.0	96.0	45	20804
like	96.0	210.0	45	20804
and	210.0	216.0	45	20804
you	216.0	219.0	45	20804
smile	219.0	224.0	45	20804
and	224.0	225.0	45	20804
wave	225.0	228.0	45	20804
because	228.0	234.0	45	20804
we	234.0	237.0	45	20804
should	237.0	239.0	45	20804
be	239.0	240.0	45	20804
kind	240.0	245.0	45	20804
to	245.0	245.0	45	20804
one	245.0	246.0	45	20804
another	246.0	248.0	45	20804
but	248.0	254.0	45	20804
in	254.0	257.0	45	20804
your	257.0	260.0	45	20804
heart	260.0	266.0	45	20804
and	266.0	270.0	45	20804
your	270.0	273.0	45	20804
head	273.0	273.0	45	20804
if	273.0	279.0	45	20804
you're	279.0	281.0	45	20804
thinking	281.0	287.0	45	20804
I	287.0	294.0	45	20804
hope	294.0	299.0	45	20804
you	299.0	300.0	45	20804
have	300.0	302.0	45	20804
a	302.0	303.0	45	20804
