Word	start_frame	end_frame	chunk	interval_id
Northeast	0.0	11.0	5	117147
being	11.0	17.0	5	117147
hit	17.0	27.0	5	117147
by	27.0	29.0	5	117147
winter	29.0	36.0	5	117147
storm	36.0	39.0	5	117147
Stella	39.0	48.0	5	117147
the	48.0	60.0	5	117147
first	60.0	66.0	5	117147
blizzard	66.0	71.0	5	117147
of	71.0	75.0	5	117147
2017	75.0	89.0	5	117147
that's	89.0	99.0	5	117147
the	99.0	101.0	5	117147
story	101.0	104.0	5	117147
yeah	104.0	108.0	5	117147
course	108.0	125.0	5	117147
now	125.0	128.0	5	117147
that	128.0	129.0	5	117147
Obamacare	129.0	140.0	5	117147
is	140.0	141.0	5	117147
getting	141.0	144.0	5	117147
repealed	144.0	152.0	5	117147
it's	152.0	159.0	5	117147
nice	159.0	162.0	5	117147
to	162.0	164.0	5	117147
see	164.0	165.0	5	117147
something	165.0	173.0	5	117147
still	173.0	179.0	5	117147
covering	179.0	185.0	5	117147
half	185.0	191.0	5	117147
the	191.0	192.0	5	117147
country	192.0	318.0	5	117147
style	0.0	9.0	6	114563
number	9.0	10.0	6	114563
6	10.0	18.0	6	114563
she	18.0	19.0	6	114563
has	19.0	21.0	6	114563
some	21.0	24.0	6	114563
of	24.0	25.0	6	114563
them	25.0	27.0	6	114563
whenever	27.0	30.0	6	114563
we're	30.0	34.0	6	114563
heading	34.0	63.0	6	114563
to	63.0	64.0	6	114563
u.s.	64.0	69.0	6	114563
Postal	69.0	76.0	6	114563
Service	76.0	78.0	6	114563
announced	78.0	85.0	6	114563
they	85.0	94.0	6	114563
will	94.0	96.0	6	114563
release	96.0	100.0	6	114563
their	100.0	105.0	6	114563
first	105.0	109.0	6	114563
scratch	109.0	118.0	6	114563
and	118.0	121.0	6	114563
sniff	121.0	124.0	6	114563
stamps	124.0	132.0	6	114563
yeah	132.0	157.0	6	114563
yeah	157.0	159.0	6	114563
that	159.0	187.0	6	114563
explains	187.0	193.0	6	114563
why	193.0	196.0	6	114563
they've	196.0	199.0	6	114563
canceled	199.0	207.0	6	114563
their	207.0	208.0	6	114563
salute	208.0	214.0	6	114563
to	214.0	216.0	6	114563
Kid	216.0	219.0	6	114563
Rock	219.0	303.0	6	114563
Big	303.0	339.0	6	114563
Kid	339.0	342.0	6	114563
Rock	342.0	345.0	6	114563
crowd	345.0	370.0	6	114563
actually	0.0	1.0	7	116730
got	1.0	7.0	7	116730
something	7.0	14.0	7	116730
done	14.0	42.0	7	116730
Hurricane	0.0	6.0	8	116251
Isaac	6.0	10.0	8	116251
will	10.0	13.0	8	116251
Hurricane	13.0	19.0	8	116251
Isaac	19.0	24.0	8	116251
did	24.0	28.0	8	116251
not	28.0	34.0	8	116251
make	34.0	39.0	8	116251
a	39.0	40.0	8	116251
direct	40.0	46.0	8	116251
hit	46.0	48.0	8	116251
on	48.0	49.0	8	116251
the	49.0	51.0	8	116251
Orleans	51.0	55.0	8	116251
but	55.0	58.0	8	116251
passed	58.0	64.0	8	116251
by	64.0	67.0	8	116251
it	67.0	70.0	8	116251
without	70.0	73.0	8	116251
my	73.0	76.0	8	116251
charm	76.0	82.0	8	116251
let's	82.0	91.0	8	116251
go	91.0	151.0	8	116251
I'm	151.0	157.0	8	116251
even	157.0	160.0	8	116251
better	160.0	162.0	8	116251
news	162.0	171.0	8	116251
even	171.0	178.0	8	116251
better	178.0	181.0	8	116251
news	181.0	184.0	8	116251
while	184.0	186.0	8	116251
passing	186.0	193.0	8	116251
by	193.0	195.0	8	116251
New	195.0	199.0	8	116251
Orleans	199.0	202.0	8	116251
it	202.0	207.0	8	116251
flashed	207.0	213.0	8	116251
its	213.0	214.0	8	116251
boobs	214.0	239.0	8	116251
I	0.0	20.0	11	118590
heard	20.0	23.0	11	118590
about	23.0	23.0	11	118590
that	23.0	26.0	11	118590
big	26.0	31.0	11	118590
disaster	31.0	40.0	11	118590
the	40.0	47.0	11	118590
fire	47.0	53.0	11	118590
Festival	53.0	59.0	11	118590
this	59.0	64.0	11	118590
weekend	64.0	71.0	11	118590
in	71.0	71.0	11	118590
here	71.0	74.0	11	118590
about	74.0	76.0	11	118590
this	76.0	79.0	11	118590
oh	79.0	95.0	11	118590
God	95.0	100.0	11	118590
you	100.0	101.0	11	118590
don't	101.0	103.0	11	118590
need	103.0	104.0	11	118590
me	104.0	107.0	11	118590
the	107.0	139.0	11	118590
creators	139.0	146.0	11	118590
of	146.0	148.0	11	118590
fire	148.0	154.0	11	118590
Festival	154.0	160.0	11	118590
a	160.0	164.0	11	118590
luxury	164.0	176.0	11	118590
Music	176.0	182.0	11	118590
Festival	182.0	194.0	11	118590
that	194.0	202.0	11	118590
left	202.0	206.0	11	118590
attendees	206.0	217.0	11	118590
on	217.0	220.0	11	118590
an	220.0	221.0	11	118590
island	221.0	229.0	11	118590
without	229.0	235.0	11	118590
adequate	235.0	247.0	11	118590
food	247.0	250.0	11	118590
water	250.0	260.0	11	118590
shelter	260.0	260.0	11	118590
or	260.0	268.0	11	118590
medical	268.0	274.0	11	118590
care	274.0	278.0	11	118590
they're	278.0	287.0	11	118590
all	287.0	289.0	11	118590
being	289.0	292.0	11	118590
sued	292.0	298.0	11	118590
for	298.0	299.0	11	118590
a	299.0	301.0	11	118590
hundred	301.0	305.0	11	118590
million	305.0	311.0	11	118590
dollars	311.0	313.0	11	118590
$1,000	313.0	403.0	11	118590
you	403.0	409.0	11	118590
got	409.0	410.0	11	118590
to	410.0	412.0	11	118590
bring	412.0	413.0	11	118590
your	413.0	415.0	11	118590
own	415.0	416.0	11	118590
food	416.0	419.0	11	118590
good	419.0	427.0	11	118590
joke	427.0	431.0	11	118590
there	431.0	477.0	11	118590
u.s.	0.0	21.0	16	119591
swimming	21.0	24.0	16	119591
star	24.0	30.0	16	119591
Ryan	30.0	34.0	16	119591
Lochte	34.0	43.0	16	119591
has	43.0	45.0	16	119591
sparked	45.0	49.0	16	119591
a	49.0	51.0	16	119591
big	51.0	54.0	16	119591
controversy	54.0	60.0	16	119591
by	60.0	66.0	16	119591
wearing	66.0	72.0	16	119591
a	72.0	73.0	16	119591
grill	73.0	85.0	16	119591
designed	85.0	99.0	16	119591
by	99.0	99.0	16	119591
a	99.0	100.0	16	119591
rapper	100.0	108.0	16	119591
yeah	108.0	126.0	16	119591
with	126.0	172.0	16	119591
a	172.0	174.0	16	119591
big	174.0	177.0	16	119591
clock	177.0	184.0	16	119591
on	184.0	187.0	16	119591
Snapchat	187.0	192.0	16	119591
ice	192.0	210.0	16	119591
Easter	0.0	5.0	18	119418
Egg	5.0	11.0	18	119418
Roll	11.0	12.0	18	119418
White	12.0	47.0	18	119418
House	47.0	54.0	18	119418
Easter	54.0	78.0	18	119418
Egg	78.0	89.0	18	119418
Roll	89.0	90.0	18	119418
White	90.0	95.0	18	119418
House	95.0	102.0	18	119418
Press	102.0	110.0	18	119418
Secretary	110.0	110.0	18	119418
Sean	110.0	117.0	18	119418
Spicer	117.0	120.0	18	119418
read	120.0	131.0	18	119418
a	131.0	132.0	18	119418
book	132.0	135.0	18	119418
to	135.0	137.0	18	119418
Children	137.0	138.0	18	119418
is	138.0	153.0	18	119418
not	153.0	159.0	18	119418
in	0.0	0.0	21	118719
Vermont	0.0	12.0	21	118719
the	12.0	15.0	21	118719
governor's	15.0	21.0	21	118719
race	21.0	27.0	21	118719
is	27.0	31.0	21	118719
so	31.0	36.0	21	118719
close	36.0	42.0	21	118719
to	42.0	43.0	21	118719
Vermont	43.0	46.0	21	118719
legislature	46.0	58.0	21	118719
may	58.0	66.0	21	118719
have	66.0	67.0	21	118719
to	67.0	70.0	21	118719
choose	70.0	73.0	21	118719
between	73.0	76.0	21	118719
the	76.0	85.0	21	118719
two	85.0	85.0	21	118719
candidates	85.0	93.0	21	118719
so	93.0	114.0	21	118719
we	114.0	115.0	21	118719
won't	115.0	117.0	21	118719
know	117.0	120.0	21	118719
until	120.0	124.0	21	118719
next	124.0	126.0	21	118719
week	126.0	129.0	21	118719
if	129.0	133.0	21	118719
the	133.0	136.0	21	118719
winner	136.0	139.0	21	118719
is	139.0	142.0	21	118719
Ben	142.0	148.0	21	118719
or	148.0	151.0	21	118719
Jerry	151.0	213.0	21	118719
cuz	213.0	222.0	21	118719
you're	222.0	223.0	21	118719
the	223.0	223.0	21	118719
only	223.0	229.0	21	118719
two	229.0	232.0	21	118719
people	232.0	235.0	21	118719
in	235.0	238.0	21	118719
Vermont	238.0	241.0	21	118719
that	241.0	277.0	21	118719
any	277.0	280.0	21	118719
of	280.0	282.0	21	118719
us	282.0	282.0	21	118719
know	282.0	299.0	21	118719
Hey	0.0	6.0	22	119631
listen	6.0	10.0	22	119631
to	10.0	12.0	22	119631
this	12.0	12.0	22	119631
game	12.0	42.0	22	119631
last	42.0	56.0	22	119631
there's	0.0	11.0	23	114722
talk	11.0	17.0	23	114722
of	17.0	18.0	23	114722
legalizing	18.0	30.0	23	114722
marijuana	30.0	33.0	23	114722
in	33.0	41.0	23	114722
Utah	41.0	83.0	23	114722
right	0.0	0.0	24	119354
for	0.0	3.0	24	119354
just	3.0	5.0	24	119354
495	5.0	14.0	24	119354
a	14.0	15.0	24	119354
month	15.0	20.0	24	119354
you	20.0	24.0	24	119354
get	24.0	26.0	24	119354
to	26.0	27.0	24	119354
listen	27.0	29.0	24	119354
to	29.0	32.0	24	119354
Riley's	32.0	39.0	24	119354
trademark	39.0	47.0	24	119354
commentary	47.0	56.0	24	119354
with	56.0	63.0	24	119354
the	63.0	65.0	24	119354
added	65.0	69.0	24	119354
bonus	69.0	71.0	24	119354
of	71.0	75.0	24	119354
wondering	75.0	83.0	24	119354
if	83.0	89.0	24	119354
he's	89.0	95.0	24	119354
masterbating	95.0	105.0	24	119354
now	105.0	111.0	24	119354
just	111.0	132.0	24	119354
add	132.0	137.0	24	119354
something	137.0	143.0	24	119354
to	143.0	144.0	24	119354
what	144.0	146.0	24	119354
I	146.0	149.0	24	119354
think	149.0	173.0	24	119354
may	0.0	2.0	27	117272
start	2.0	8.0	27	117272
their	8.0	10.0	27	117272
development	10.0	27.0	27	117272
claiming	0.0	18.0	28	116943
he	18.0	20.0	28	116943
had	20.0	21.0	28	116943
no	21.0	26.0	28	116943
idea	26.0	36.0	28	116943
about	36.0	39.0	28	116943
the	39.0	44.0	28	116943
$130,000	44.0	62.0	28	116943
paid	62.0	66.0	28	116943
to	66.0	69.0	28	116943
silence	69.0	78.0	28	116943
Stormy	78.0	83.0	28	116943
Daniels	83.0	90.0	28	116943
Trump	90.0	122.0	28	116943
said	122.0	125.0	28	116943
all	125.0	128.0	28	116943
I	128.0	129.0	28	116943
know	129.0	132.0	28	116943
is	132.0	137.0	28	116943
it	137.0	144.0	28	116943
wasn't	144.0	150.0	28	116943
enough	150.0	174.0	28	116943
145	174.0	246.0	28	116943
that's	246.0	254.0	28	116943
my	254.0	255.0	28	116943
advice	255.0	314.0	28	116943
my	314.0	318.0	28	116943
personal	318.0	326.0	28	116943
experience	326.0	329.0	28	116943
at	329.0	335.0	28	116943
645	335.0	350.0	28	116943
alright	350.0	376.0	28	116943
crazy	0.0	40.0	30	117430
story	40.0	46.0	30	117430
or	46.0	133.0	30	117430
laughing	133.0	139.0	30	117430
at	139.0	141.0	30	117430
me	141.0	144.0	30	117430
a	144.0	144.0	30	117430
man	144.0	151.0	30	117430
who	151.0	156.0	30	117430
ordered	156.0	165.0	30	117430
a	165.0	166.0	30	117430
television	166.0	174.0	30	117430
off	174.0	183.0	30	117430
of	183.0	184.0	30	117430
Amazon	184.0	193.0	30	117430
was	193.0	202.0	30	117430
shocked	202.0	207.0	30	117430
because	207.0	208.0	30	117430
Amazon	208.0	214.0	30	117430
instead	214.0	225.0	30	117430
sent	225.0	231.0	30	117430
him	231.0	234.0	30	117430
a	234.0	235.0	30	117430
rifle	235.0	246.0	30	117430
yeah	246.0	277.0	30	117430
which	277.0	283.0	30	117430
means	283.0	286.0	30	117430
somewhere	286.0	291.0	30	117430
a	291.0	292.0	30	117430
Hunters	292.0	297.0	30	117430
trying	297.0	298.0	30	117430
to	298.0	300.0	30	117430
kill	300.0	303.0	30	117430
a	303.0	304.0	30	117430
deer	304.0	307.0	30	117430
by	307.0	309.0	30	117430
making	309.0	313.0	30	117430
it	313.0	315.0	30	117430
watch	315.0	316.0	30	117430
The	316.0	319.0	30	117430
Real	319.0	324.0	30	117430
Housewives	324.0	325.0	30	117430
of	325.0	333.0	30	117430
New	333.0	336.0	30	117430
Jersey	336.0	388.0	30	117430
yeah	0.0	24.0	31	113942
number	0.0	4.0	32	115040
one	4.0	8.0	32	115040
in	8.0	10.0	32	115040
job	10.0	14.0	32	115040
creation	14.0	17.0	32	115040
in	17.0	26.0	32	115040
Columbia	26.0	125.0	32	115040
hey	0.0	40.0	33	116148
what's	40.0	45.0	33	116148
changed	45.0	133.0	33	116148
it's	133.0	139.0	33	116148
not	139.0	141.0	33	116148
working	141.0	144.0	33	116148
Aaron	144.0	150.0	33	116148
at	150.0	153.0	33	116148
Big	153.0	174.0	33	116148
political	174.0	178.0	33	116148
upset	178.0	186.0	33	116148
in	186.0	187.0	33	116148
Texas	187.0	195.0	33	116148
is	195.0	201.0	33	116148
your	201.0	202.0	33	116148
about	202.0	205.0	33	116148
this	205.0	208.0	33	116148
in	208.0	213.0	33	116148
Texas	213.0	220.0	33	116148
a	220.0	222.0	33	116148
Tea	222.0	226.0	33	116148
Party	226.0	232.0	33	116148
candidate	232.0	240.0	33	116148
whose	240.0	249.0	33	116148
Hispanic	249.0	261.0	33	116148
has	261.0	270.0	33	116148
won	270.0	273.0	33	116148
the	273.0	274.0	33	116148
Republican	274.0	280.0	33	116148
Senate	280.0	295.0	33	116148
nomination	295.0	372.0	33	116148
history	372.0	384.0	33	116148
of	384.0	385.0	33	116148
campaign	385.0	390.0	33	116148
slogan	390.0	397.0	33	116148
is	397.0	399.0	33	116148
I	399.0	402.0	33	116148
hate	402.0	411.0	33	116148
me	411.0	475.0	33	116148
he	475.0	481.0	33	116148
said	481.0	484.0	33	116148
promise	484.0	492.0	33	116148
if	492.0	505.0	33	116148
elected	505.0	511.0	33	116148
I'll	511.0	513.0	33	116148
have	513.0	516.0	33	116148
myself	516.0	519.0	33	116148
deported	519.0	601.0	33	116148
hey	601.0	606.0	33	116148
what	606.0	609.0	33	116148
else	609.0	610.0	33	116148
is	610.0	612.0	33	116148
going	612.0	613.0	33	116148
on	613.0	615.0	33	116148
I'm	615.0	618.0	33	116148
not	618.0	621.0	33	116148
everybody	621.0	627.0	33	116148
happy	627.0	633.0	33	116148
about	633.0	636.0	33	116148
you	636.0	642.0	33	116148
it	0.0	1.0	34	119063
and	1.0	2.0	34	119063
walked	2.0	7.0	34	119063
off	7.0	19.0	34	119063
car	0.0	0.0	35	119084
in	0.0	1.0	35	119084
La	1.0	4.0	35	119084
was	4.0	7.0	35	119084
a	7.0	7.0	35	119084
1977	7.0	27.0	35	119084
Isuzu	27.0	31.0	35	119084
Opel	31.0	40.0	35	119084
yeah	40.0	67.0	35	119084
they	67.0	76.0	35	119084
stop	76.0	81.0	35	119084
making	81.0	85.0	35	119084
it	85.0	88.0	35	119084
cuz	88.0	90.0	35	119084
they	90.0	91.0	35	119084
realize	91.0	96.0	35	119084
technically	96.0	103.0	35	119084
it's	103.0	106.0	35	119084
not	106.0	108.0	35	119084
a	108.0	111.0	35	119084
car	111.0	117.0	35	119084
I	117.0	118.0	35	119084
ride	118.0	134.0	35	119084
program	0.0	6.0	36	115970
we	6.0	7.0	36	115970
have	7.0	10.0	36	115970
maybe	10.0	13.0	36	115970
the	13.0	16.0	36	115970
best	16.0	18.0	36	115970
show	18.0	21.0	36	115970
we've	21.0	22.0	36	115970
ever	22.0	27.0	36	115970
done	27.0	28.0	36	115970
and	28.0	34.0	36	115970
quite	34.0	39.0	36	115970
possibly	39.0	42.0	36	115970
not	42.0	99.0	36	115970
a	99.0	105.0	36	115970
guy	105.0	108.0	36	115970
was	108.0	109.0	36	115970
down	109.0	114.0	36	115970
what's	114.0	117.0	36	115970
up	117.0	117.0	36	115970
what	117.0	121.0	36	115970
are	121.0	121.0	36	115970
you	121.0	123.0	36	115970
waving	123.0	127.0	36	115970
at	127.0	130.0	36	115970
me	130.0	133.0	36	115970
sir	133.0	157.0	36	115970
a	157.0	162.0	36	115970
bobble	162.0	171.0	36	115970
hair	171.0	175.0	36	115970
doll	175.0	181.0	36	115970
pass	181.0	187.0	36	115970
that	187.0	190.0	36	115970
down	190.0	196.0	36	115970
somebody	196.0	209.0	36	115970
a	0.0	1.0	38	114339
new	1.0	4.0	38	114339
Star	4.0	13.0	38	114339
Wars	13.0	14.0	38	114339
movie	14.0	25.0	38	114339
in	25.0	29.0	38	114339
2015	29.0	85.0	38	114339
2015	85.0	103.0	38	114339
new	103.0	109.0	38	114339
Star	109.0	112.0	38	114339
Wars	112.0	115.0	38	114339
movie	115.0	119.0	38	114339
yeah	119.0	122.0	38	114339
play	122.0	172.0	38	114339
Yoda	172.0	227.0	38	114339
Harrison	227.0	236.0	38	114339
Ford	236.0	242.0	38	114339
I	242.0	244.0	38	114339
am	244.0	301.0	38	114339
is	301.0	305.0	38	114339
a	305.0	305.0	38	114339
big	305.0	308.0	38	114339
story	308.0	311.0	38	114339
that	311.0	316.0	38	114339
approaches	316.0	322.0	38	114339
couple	322.0	326.0	38	114339
hours	326.0	329.0	38	114339
ago	329.0	331.0	38	114339
George	331.0	337.0	38	114339
Lucas	337.0	341.0	38	114339
has	341.0	344.0	38	114339
sold	344.0	349.0	38	114339
his	349.0	352.0	38	114339
film	352.0	356.0	38	114339
company	356.0	362.0	38	114339
and	362.0	371.0	38	114339
he	371.0	373.0	38	114339
said	373.0	377.0	38	114339
it's	377.0	380.0	38	114339
time	380.0	382.0	38	114339
to	382.0	385.0	38	114339
pass	385.0	389.0	38	114339
Star	389.0	395.0	38	114339
Wars	395.0	398.0	38	114339
on	398.0	406.0	38	114339
to	406.0	407.0	38	114339
a	407.0	409.0	38	114339
new	409.0	412.0	38	114339
generation	412.0	416.0	38	114339
of	416.0	433.0	38	114339
penis	0.0	3.0	39	117998
in	3.0	5.0	39	117998
a	5.0	6.0	39	117998
they	6.0	20.0	39	117998
gave	20.0	21.0	39	117998
him	21.0	23.0	39	117998
a	23.0	24.0	39	117998
white	24.0	27.0	39	117998
man's	27.0	30.0	39	117998
penis	30.0	37.0	39	117998
Karen	0.0	22.0	41	118680
Sheard	22.0	27.0	41	118680
freak	27.0	33.0	41	118680
this	33.0	60.0	41	118680
is	60.0	63.0	41	118680
good	63.0	64.0	41	118680
news	64.0	67.0	41	118680
gang	67.0	72.0	41	118680
the	72.0	78.0	41	118680
US	78.0	84.0	41	118680
team	84.0	90.0	41	118680
has	90.0	93.0	41	118680
swept	93.0	103.0	41	118680
all	103.0	108.0	41	118680
the	108.0	109.0	41	118680
metals	109.0	115.0	41	118680
in	115.0	118.0	41	118680
the	118.0	121.0	41	118680
skeet	121.0	129.0	41	118680
last	0.0	30.0	42	118121
night	30.0	33.0	42	118121
the	33.0	36.0	42	118121
Green	36.0	40.0	42	118121
Lantern	40.0	45.0	42	118121
got	45.0	49.0	42	118121
so	49.0	51.0	42	118121
drunk	51.0	54.0	42	118121
he	54.0	57.0	42	118121
agreed	57.0	60.0	42	118121
to	60.0	61.0	42	118121
do	61.0	63.0	42	118121
another	63.0	70.0	42	118121
excited	0.0	1.0	43	119950
Republican	1.0	43.0	43	119950
that	43.0	60.0	43	119950
was	60.0	63.0	43	119950
either	63.0	66.0	43	119950
he	66.0	78.0	43	119950
good	0.0	19.0	44	113993
news	19.0	22.0	44	113993
for	22.0	25.0	44	113993
recent	25.0	34.0	44	113993
college	34.0	35.0	44	113993
graduates	35.0	46.0	44	113993
in	46.0	47.0	44	113993
the	47.0	50.0	44	113993
next	50.0	56.0	44	113993
few	56.0	59.0	44	113993
years	59.0	62.0	44	113993
the	62.0	77.0	44	113993
federal	77.0	79.0	44	113993
government	79.0	85.0	44	113993
is	85.0	95.0	44	113993
planning	95.0	97.0	44	113993
to	97.0	103.0	44	113993
forgive	103.0	110.0	44	113993
100	110.0	122.0	44	113993
billion	122.0	128.0	44	113993
dollars	128.0	134.0	44	113993
of	134.0	137.0	44	113993
student	137.0	145.0	44	113993
debt	145.0	254.0	44	113993
right	0.0	1.0	45	117530
across	1.0	3.0	45	117530
the	3.0	7.0	45	117530
street	7.0	153.0	45	117530
I	153.0	157.0	45	117530
had	157.0	159.0	45	117530
to	159.0	160.0	45	117530
say	160.0	162.0	45	117530
that	162.0	163.0	45	117530
quickly	163.0	169.0	45	117530
before	169.0	172.0	45	117530
you	172.0	175.0	45	117530
wrote	175.0	180.0	45	117530
the	180.0	181.0	45	117530
ending	181.0	184.0	45	117530
on	184.0	186.0	45	117530
your	186.0	189.0	45	117530
own	189.0	211.0	45	117530
state	0.0	1.0	48	113893
she	1.0	2.0	48	113893
travels	2.0	10.0	48	113893
constantly	10.0	15.0	48	113893
next	15.0	28.0	48	113893
week	28.0	32.0	48	113893
someone	32.0	37.0	48	113893
counted	37.0	43.0	48	113893
up	43.0	46.0	48	113893
Hillary	46.0	52.0	48	113893
Clinton	52.0	52.0	48	113893
will	52.0	58.0	48	113893
travel	58.0	66.0	48	113893
to	66.0	67.0	48	113893
her	67.0	70.0	48	113893
100th	70.0	86.0	48	113893
country	86.0	97.0	48	113893
one	97.0	109.0	48	113893
of	109.0	111.0	48	113893
the	111.0	112.0	48	113893
country	112.0	116.0	48	113893
yeah	116.0	128.0	48	113893
yeah	128.0	130.0	48	113893
Indian	130.0	157.0	48	113893
IH	157.0	161.0	48	113893
country	161.0	169.0	48	113893
upon	169.0	172.0	48	113893
Landing	172.0	180.0	48	113893
her	180.0	181.0	48	113893
first	181.0	187.0	48	113893
question	187.0	188.0	48	113893
is	188.0	193.0	48	113893
can	193.0	197.0	48	113893
you	197.0	199.0	48	113893
see	199.0	201.0	48	113893
my	201.0	203.0	48	113893
husband	203.0	242.0	48	113893
ye	242.0	248.0	48	113893
Haiyan	248.0	296.0	48	113893
crazy	296.0	304.0	48	113893
score	304.0	308.0	48	113893
yesterday	308.0	315.0	48	113893
was	315.0	316.0	48	113893
reported	316.0	322.0	48	113893
that	322.0	323.0	48	113893
the	323.0	326.0	48	113893
u.s.	326.0	332.0	48	113893
Navy	332.0	340.0	48	113893
recovered	340.0	355.0	48	113893
19	355.0	362.0	48	113893
tons	362.0	367.0	48	113893
of	367.0	370.0	48	113893
marijuana	370.0	373.0	48	113893
that	373.0	381.0	48	113893
have	381.0	382.0	48	113893
been	382.0	385.0	48	113893
dumped	385.0	390.0	48	113893
into	390.0	392.0	48	113893
the	392.0	394.0	48	113893
ocean	394.0	396.0	48	113893
19	396.0	422.0	48	113893
tons	422.0	426.0	48	113893
of	426.0	428.0	48	113893
marijuana	428.0	430.0	48	113893
yeah	430.0	439.0	48	113893
yeah	439.0	441.0	48	113893
then	441.0	456.0	48	113893
two	456.0	458.0	48	113893
hours	458.0	460.0	48	113893
later	460.0	465.0	48	113893
the	465.0	467.0	48	113893
United	467.0	472.0	48	113893
States	472.0	476.0	48	113893
may	476.0	478.0	48	113893
be	478.0	480.0	48	113893
invaded	480.0	491.0	48	113893
Taco	491.0	497.0	48	113893
Bell	497.0	621.0	48	113893
Monday	0.0	101.0	49	114016
currently	101.0	194.0	49	114016
